id_annotation,image_id,category_id,bbox,area,segmentation,iscrowd,id_image,license,file_name,height,width,date_captured,id,name,supercategory,bbox_width,bbox_height,bbox_aspect_ratio,resolution
98,42,2,"[263, 458, 35, 17.5]",612.5,"[[280.833, 463.75, 272.5, 457.5, 263.333, 461.875, 265.833, 466.25, 290.833, 475, 298.333, 474.375, 297.5, 467.5, 280.833, 463.75]]",0,42,1,maruti-suzuki-maruti-suzuki-swift-dzire-2022-1727736047_02_jpeg.rf.237f350428d43d4b97b8fc245b0abfdb.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,35.0,17.5,2.0,409600
99,43,2,"[317, 113, 196.999, 52.762]",10394.135,"[[339.854, 123.633, 317.001, 135.058, 350.138, 154.48, 406.129, 165.905, 452.978, 163.62, 508.969, 145.34, 514, 113.143, 420.983, 130.488, 339.854, 123.633]]",0,43,1,142527-Others-3-fzAAdB2YfGzPWEz7Z5jSRHGICy4Fo40-_jpeg_jpg.rf.23ce0f5afd3747c9af5f35bde3d512d4.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,196.999,52.762,3.7337288199840795,409600
100,43,3,"[280, 240, 57.133, 115.274]",6586.014,"[[280.435, 247.023, 280.435, 352.133, 309.002, 355.56, 337.569, 348.705, 335.283, 297.293, 318.286, 240.286, 280.435, 247.023]]",0,43,1,142527-Others-3-fzAAdB2YfGzPWEz7Z5jSRHGICy4Fo40-_jpeg_jpg.rf.23ce0f5afd3747c9af5f35bde3d512d4.jpg,640,640,2023-11-03T15:39:36+00:00,3,moderate-broken,severity-damage,57.133,115.274,0.4956278085257734,409600
101,44,6,"[47, 178, 256.988, 352.99]",90714.262,"[[96.371, 194.639, 64.247, 237.526, 46.95, 296.907, 46.95, 362.887, 69.189, 451.959, 113.668, 491.546, 163.089, 508.041, 175.444, 531.134, 249.575, 527.835, 291.583, 405.773, 303.938, 392.577, 301.467, 273.814, 286.641, 217.732, 296.525, 184.742, 286.641, 178.144, 148.263, 181.443, 96.371, 194.639]]",0,44,1,0583_JPEG_jpg.rf.23c23706778c8e022218036ce97514af.jpg,640,640,2023-11-03T15:39:36+00:00,6,severe-broken,severity-damage,256.988,352.99,0.7280319555794782,409600
102,45,2,"[183, 311, 66.25, 9.494]",628.956,"[[243.125, 314.873, 248.75, 310.918, 205.625, 311.709, 186.875, 316.456, 182.5, 320.411, 190, 320.411, 221.875, 314.873, 243.125, 314.873]]",0,45,1,maruti-suzuki-maruti-suzuki-vitara-brezza-2018-1726908562_07_jpeg.rf.2426a5d8e2139bb96faaa52540022a13.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,66.25,9.494,6.9780914261638936,409600
103,45,1,"[450, 316, 8.75, 7.12]",62.302,"[[453.125, 316.456, 450, 321.994, 455, 323.576, 458.75, 318.829, 453.125, 316.456]]",0,45,1,maruti-suzuki-maruti-suzuki-vitara-brezza-2018-1726908562_07_jpeg.rf.2426a5d8e2139bb96faaa52540022a13.jpg,640,640,2023-11-03T15:39:36+00:00,1,minor-dent,severity-damage,8.75,7.12,1.228932584269663,409600
104,46,2,"[237, 290, 13.125, 10.833]",142.187,"[[248.125, 300, 250, 292.5, 248.125, 290, 244.375, 295, 236.875, 296.667, 237.5, 300.833, 248.125, 300]]",0,46,1,maruti-suzuki-maruti-suzuki-vitara-brezza-2018-1727452045_10_jpeg.rf.240c844810a9632b44d27ba9bf11cc68.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,13.125,10.833,1.2115757407920245,409600
105,46,5,"[436, 352, 17.5, 52.5]",918.75,"[[448.125, 401.667, 453.75, 392.5, 453.75, 357.5, 450.625, 351.667, 445, 354.167, 442.5, 372.5, 437.5, 382.5, 436.25, 394.167, 441.25, 404.167, 448.125, 401.667]]",0,46,1,maruti-suzuki-maruti-suzuki-vitara-brezza-2018-1727452045_10_jpeg.rf.240c844810a9632b44d27ba9bf11cc68.jpg,640,640,2023-11-03T15:39:36+00:00,5,moderate-scratch,severity-damage,17.5,52.5,0.3333333333333333,409600
106,46,2,"[140, 380, 2.5, 10.833]",27.083,"[[142.5, 389.167, 140.625, 380, 140, 390.833, 142.5, 389.167]]",0,46,1,maruti-suzuki-maruti-suzuki-vitara-brezza-2018-1727452045_10_jpeg.rf.240c844810a9632b44d27ba9bf11cc68.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,2.5,10.833,0.2307763315794332,409600
107,46,2,"[164, 407, 5.625, 8.333]",46.875,"[[168.125, 415, 170, 409.167, 164.375, 406.667, 165, 414.167, 168.125, 415]]",0,46,1,maruti-suzuki-maruti-suzuki-vitara-brezza-2018-1727452045_10_jpeg.rf.240c844810a9632b44d27ba9bf11cc68.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,5.625,8.333,0.6750270010800432,409600
108,46,2,"[135, 422, 10, 11.667]",116.667,"[[143.125, 433.333, 145, 425.833, 135.625, 421.667, 135, 429.167, 137.5, 432.5, 143.125, 433.333]]",0,46,1,maruti-suzuki-maruti-suzuki-vitara-brezza-2018-1727452045_10_jpeg.rf.240c844810a9632b44d27ba9bf11cc68.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,10.0,11.667,0.8571183680466272,409600
109,46,2,"[423, 413, 17.5, 12.5]",218.75,"[[431.875, 425, 440, 419.167, 435.625, 413.333, 425.625, 413.333, 422.5, 417.5, 423.75, 425.833, 431.875, 425]]",0,46,1,maruti-suzuki-maruti-suzuki-vitara-brezza-2018-1727452045_10_jpeg.rf.240c844810a9632b44d27ba9bf11cc68.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,17.5,12.5,1.4,409600
110,47,2,"[183, 311, 66.25, 9.494]",628.956,"[[205.625, 311.709, 186.875, 316.456, 182.5, 320.411, 190, 320.411, 221.875, 314.873, 243.125, 314.873, 248.75, 310.918, 205.625, 311.709]]",0,47,1,maruti-suzuki-maruti-suzuki-vitara-brezza-2018-1726908562_07_jpeg.rf.23fd9b3efde9e96c965d78e601146dad.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,66.25,9.494,6.9780914261638936,409600
111,47,1,"[450, 316, 8.75, 7.12]",62.302,"[[455, 323.576, 458.75, 318.829, 453.125, 316.456, 450, 321.994, 455, 323.576]]",0,47,1,maruti-suzuki-maruti-suzuki-vitara-brezza-2018-1726908562_07_jpeg.rf.23fd9b3efde9e96c965d78e601146dad.jpg,640,640,2023-11-03T15:39:36+00:00,1,minor-dent,severity-damage,8.75,7.12,1.228932584269663,409600
112,48,2,"[281, 362, 45.625, 34.444]",1571.528,"[[314.375, 368.889, 304.375, 373.333, 280.625, 393.333, 281.25, 396.667, 319.375, 373.333, 326.25, 363.333, 320.625, 362.222, 314.375, 368.889]]",0,48,1,9681007-honda-honda_wr-v_2017-2020_i-dtec_vx-2019-minor_scratch-dents_jpeg.rf.24b665b52ce23c7544a58dcf6e7da151.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,45.625,34.444,1.3246138659853675,409600
113,48,2,"[258, 404, 10, 31.111]",311.111,"[[257.5, 432.222, 258.125, 435.556, 260, 434.444, 262.5, 423.333, 267.5, 414.444, 265.625, 404.444, 257.5, 432.222]]",0,48,1,9681007-honda-honda_wr-v_2017-2020_i-dtec_vx-2019-minor_scratch-dents_jpeg.rf.24b665b52ce23c7544a58dcf6e7da151.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,10.0,31.111,0.32142971939185494,409600
114,48,2,"[339, 340, 1.875, 7.778]",14.583,"[[340.625, 340, 338.75, 341.111, 340, 347.778, 340.625, 340]]",0,48,1,9681007-honda-honda_wr-v_2017-2020_i-dtec_vx-2019-minor_scratch-dents_jpeg.rf.24b665b52ce23c7544a58dcf6e7da151.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,1.875,7.778,0.24106454101311392,409600
115,48,2,"[430, 440, 6.25, 5.556]",34.722,"[[436.25, 445.556, 433.125, 440, 430, 441.111, 430.625, 444.444, 436.25, 445.556]]",0,48,1,9681007-honda-honda_wr-v_2017-2020_i-dtec_vx-2019-minor_scratch-dents_jpeg.rf.24b665b52ce23c7544a58dcf6e7da151.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,6.25,5.556,1.124910007199424,409600
116,49,4,"[135, 287, 265, 149.167]",39529.166,"[[163.125, 433.333, 176.875, 425, 195.625, 418.333, 265.625, 380, 314.375, 366.667, 393.125, 355, 394.375, 351.667, 396.875, 353.333, 400, 349.167, 383.75, 344.167, 387.5, 337.5, 382.5, 330.833, 381.875, 316.667, 380, 317.5, 380, 330.833, 378.125, 333.333, 375.625, 330, 374.375, 333.333, 372.5, 330.833, 372.5, 324.167, 367.5, 320.833, 367.5, 310.833, 364.375, 311.667, 362.5, 307.5, 363.75, 302.5, 361.875, 296.667, 358.125, 311.667, 356.875, 308.333, 352.5, 309.167, 350.625, 298.333, 349.375, 303.333, 344.375, 301.667, 338.125, 291.667, 335, 292.5, 337.5, 294.167, 335.625, 296.667, 330.625, 296.667, 328.125, 301.667, 323.125, 305, 316.875, 298.333, 314.375, 301.667, 309.375, 300, 307.5, 295.833, 308.75, 290.833, 306.875, 288.333, 305, 289.167, 305, 295.833, 303.125, 296.667, 299.375, 286.667, 295.625, 288.333, 290.625, 296.667, 285.625, 296.667, 281.25, 290.833, 281.875, 288.333, 274.375, 290, 274.375, 293.333, 278.125, 293.333, 278.75, 295.833, 268.125, 300, 266.25, 302.5, 268.75, 305.833, 268.75, 310.833, 263.125, 315, 256.25, 307.5, 256.875, 303.333, 250.625, 300, 243.125, 300, 228.125, 310, 225.625, 310, 223.125, 305, 219.375, 305, 221.25, 309.167, 216.875, 315, 211.875, 315, 209.375, 310, 201.875, 313.333, 198.125, 306.667, 195.625, 310, 193.125, 308.333, 180.625, 316.667, 174.375, 316.667, 171.875, 323.333, 155.625, 323.333, 150.625, 328.333, 146.875, 323.333, 147.5, 327.5, 143.75, 332.5, 147.5, 335.833, 143.75, 337.5, 146.25, 340.833, 142.5, 344.167, 143.75, 355.833, 141.25, 359.167, 142.5, 367.5, 140, 370.833, 140, 379.167, 142.5, 382.5, 138.75, 385.833, 135, 397.5, 139.375, 406.667, 142.5, 407.5, 141.25, 410.833, 143.125, 413.333, 146.875, 413.333, 149.375, 418.333, 157.5, 420.833, 155.625, 426.667, 154.375, 425, 150, 429.167, 151.25, 435.833, 163.125, 433.333]]",0,49,1,6443675-volkswagen-volkswagen_vento_2017-2019_highline_plus-2017-minor_dent-dents_jpeg.rf.247fe1a0b916bccedace5e1ab1ecea4a.jpg,640,640,2023-11-03T15:39:36+00:00,4,moderate-dent,severity-damage,265.0,149.167,1.776532342944485,409600
117,50,2,"[288, 262, 11.875, 43.333]",514.583,"[[300, 305.556, 300, 301.111, 296.25, 281.111, 291.25, 265.556, 288.125, 262.222, 288.75, 276.667, 297.5, 305.556, 300, 305.556]]",0,50,1,8707294-maruti-maruti_suzuki_swift_2017-2021_zxi_plus-2018-minor_scratch-dents_jpeg.rf.2475fefc539bfc8d27e7530f33f82e99.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,11.875,43.333,0.27404056954284267,409600
118,50,2,"[478, 382, 122.5, 38.889]",4763.889,"[[598.125, 417.778, 600, 414.444, 598.125, 411.111, 581.875, 408.889, 563.125, 400, 543.125, 400, 524.375, 395.556, 514.375, 386.667, 501.875, 382.222, 490.625, 384.444, 485.625, 393.333, 484.375, 391.111, 477.5, 394.444, 482.5, 401.111, 483.125, 406.667, 488.125, 406.667, 490.625, 400, 494.375, 397.778, 499.375, 397.778, 503.125, 402.222, 511.875, 402.222, 514.375, 411.111, 519.375, 404.444, 523.125, 411.111, 530.625, 408.889, 535.625, 415.556, 583.75, 421.111, 598.125, 417.778]]",0,50,1,8707294-maruti-maruti_suzuki_swift_2017-2021_zxi_plus-2018-minor_scratch-dents_jpeg.rf.2475fefc539bfc8d27e7530f33f82e99.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,122.5,38.889,3.149991000025714,409600
119,50,2,"[295, 227, 179.167, 138.519]",24817.901,"[[474.167, 365.185, 370, 290, 350.625, 271.111, 341.875, 266.667, 298.125, 226.667, 295, 227.778, 296.25, 236.667, 303.125, 248.889, 310.625, 255.556, 326.875, 260, 367.5, 292.222, 474.167, 365.185]]",0,50,1,8707294-maruti-maruti_suzuki_swift_2017-2021_zxi_plus-2018-minor_scratch-dents_jpeg.rf.2475fefc539bfc8d27e7530f33f82e99.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,179.167,138.519,1.2934471083389283,409600
120,50,2,"[276, 344, 31.25, 17.778]",555.556,"[[306.875, 362.222, 307.5, 358.889, 305.625, 355.556, 286.875, 351.111, 279.375, 344.444, 276.25, 347.778, 278.125, 353.333, 290, 361.111, 306.875, 362.222]]",0,50,1,8707294-maruti-maruti_suzuki_swift_2017-2021_zxi_plus-2018-minor_scratch-dents_jpeg.rf.2475fefc539bfc8d27e7530f33f82e99.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,31.25,17.778,1.757790527618405,409600
121,51,2,"[200, 216, 3.75, 8.889]",33.333,"[[201.875, 224.444, 203.75, 218.889, 201.875, 215.556, 200, 216.667, 200, 223.333, 201.875, 224.444]]",0,51,1,8893623-renault-renault_kiger_rxt_o_amt-2022-minor_scratch-dents_jpeg.rf.2451e60d0e5b02b99fdf03777e3fdb9c.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,3.75,8.889,0.42186972662841715,409600
122,51,2,"[274, 316, 20, 24.444]",488.889,"[[276.875, 340, 285.625, 328.889, 293.125, 328.889, 293.75, 323.333, 285.625, 315.556, 283.75, 318.889, 285, 321.111, 279.375, 326.667, 273.75, 338.889, 276.875, 340]]",0,51,1,8893623-renault-renault_kiger_rxt_o_amt-2022-minor_scratch-dents_jpeg.rf.2451e60d0e5b02b99fdf03777e3fdb9c.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,20.0,24.444,0.8181966944853543,409600
123,52,5,"[85, 458, 167.713, 131.623]",22074.772,"[[210.883, 471.744, 172.061, 494.167, 135.309, 516.589, 113.051, 552.116, 85.099, 577.741, 88.722, 588.225, 109.427, 589.389, 134.274, 554.737, 161.191, 528.529, 181.896, 507.853, 199.495, 497.37, 225.377, 486.304, 252.811, 471.162, 243.494, 457.767, 210.883, 471.744]]",0,52,1,maruti-suzuki-maruti-suzuki-swift-dzire-tour-2020-1727733475_05_jpeg.rf.24c98f9c63d871693186401da59c9b73.jpg,640,640,2023-11-03T15:39:36+00:00,5,moderate-scratch,severity-damage,167.713,131.623,1.274192200451289,409600
124,52,5,"[116, 435, 46.069, 22.422]",1032.984,"[[115.639, 434.762, 123.403, 446.119, 135.309, 451.36, 154.979, 457.184, 161.708, 452.234, 144.109, 443.498, 115.639, 434.762]]",0,52,1,maruti-suzuki-maruti-suzuki-swift-dzire-tour-2020-1727733475_05_jpeg.rf.24c98f9c63d871693186401da59c9b73.jpg,640,640,2023-11-03T15:39:36+00:00,5,moderate-scratch,severity-damage,46.069,22.422,2.0546338417625547,409600
125,52,2,"[294, 432, 27.952, 19.802]",553.497,"[[298.881, 442.042, 294.222, 451.36, 303.022, 448.157, 317.515, 442.333, 322.174, 431.559, 312.857, 437.092, 298.881, 442.042]]",0,52,1,maruti-suzuki-maruti-suzuki-swift-dzire-tour-2020-1727733475_05_jpeg.rf.24c98f9c63d871693186401da59c9b73.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,27.952,19.802,1.4115745884254116,409600
126,52,4,"[351, 367, 20.705, 65.52]",1356.611,"[[362.032, 367.204, 352.197, 378.56, 350.644, 408.554, 353.232, 423.988, 366.69, 432.724, 366.69, 408.263, 371.349, 387.588, 362.032, 367.204]]",0,52,1,maruti-suzuki-maruti-suzuki-swift-dzire-tour-2020-1727733475_05_jpeg.rf.24c98f9c63d871693186401da59c9b73.jpg,640,640,2023-11-03T15:39:36+00:00,4,moderate-dent,severity-damage,20.705,65.52,0.3160103785103785,409600
127,52,2,"[311, 318, 13.332, 5]",66.659,"[[323.369, 321.25, 324.48, 318.125, 316.703, 318.75, 311.148, 321.875, 313.37, 323.125, 323.369, 321.25]]",0,52,1,maruti-suzuki-maruti-suzuki-swift-dzire-tour-2020-1727733475_05_jpeg.rf.24c98f9c63d871693186401da59c9b73.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,13.332,5.0,2.6664000000000003,409600
128,52,2,"[62, 553, 13.332, 6.875]",91.656,"[[75.618, 559.375, 75.618, 555.625, 67.841, 552.5, 62.286, 554.375, 68.952, 559.375, 75.618, 559.375]]",0,52,1,maruti-suzuki-maruti-suzuki-swift-dzire-tour-2020-1727733475_05_jpeg.rf.24c98f9c63d871693186401da59c9b73.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,13.332,6.875,1.9392,409600
129,53,2,"[0, 193, 617.917, 198.333]",122553.472,"[[617.917, 210, 617.5, 192.778, 604.583, 198.333, 536.25, 222.778, 454.583, 248.333, 315.417, 287.222, 179.583, 319.444, 175.833, 331.111, 3.615, 371.046, 1.667, 372.778, 0, 391.111, 160.833, 350.556, 470.417, 259.444, 504.583, 241.667, 617.917, 210]]",0,53,1,5377405-maruti-maruti_suzuki_ciaz_2014-2017_zdi_shvs-2016-minor_scratch-dents_jpeg.rf.24fcd7cf7fff726450448509a00af576.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,617.917,198.333,3.115553135383421,409600
130,54,2,"[376, 113, 41.25, 168.889]",6966.667,"[[397.5, 150, 417.5, 116.667, 415.625, 113.333, 393.75, 150, 387.5, 170, 378.75, 185.556, 376.25, 196.667, 376.25, 212.222, 385, 238.889, 401.875, 268.889, 414.375, 282.222, 417.5, 281.111, 388.125, 237.778, 380, 214.444, 381.25, 192.222, 397.5, 150]]",0,54,1,9081678-hyundai-hyundai_grand_i10_nios_sportz_10_turbo_gdi-2022-minor_scratch-dents_jpeg.rf.24d98c8b0e10f82c88819c5920c84ef7.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,41.25,168.889,0.24424326036627605,409600
131,55,4,"[90, 186, 463.938, 418.375]",194099.852,"[[93.083, 206.146, 91.688, 209.25, 94.638, 209.238, 93.813, 215.438, 91.688, 220.625, 91.688, 236.125, 92.75, 241.313, 94.813, 245.5, 94.813, 249.625, 96.875, 252.75, 96.875, 255.813, 104.125, 268.25, 106.188, 274.5, 108.313, 281.688, 108.313, 290, 110.375, 295.188, 111.375, 301.375, 114.5, 305.563, 114.5, 307.625, 116.563, 309.688, 119.688, 315.875, 122.813, 319, 123.813, 322.125, 124.875, 322.125, 130.063, 328.313, 131.063, 328.313, 132.125, 332.438, 134.188, 333.5, 136.25, 336.625, 138.313, 336.625, 147.625, 345.938, 148.688, 345.938, 149.688, 348, 150.75, 348, 151.75, 365.625, 153.875, 368.688, 154.875, 372.813, 167.313, 379.063, 174.563, 384.25, 182.813, 385.25, 183.875, 386.313, 203.563, 388.375, 216, 388.375, 218.063, 387.313, 222.188, 381.125, 226.313, 380.063, 236.688, 380.063, 266.75, 390.438, 291.563, 390.438, 294.688, 383.188, 298.813, 365.625, 298.813, 360.438, 301.938, 353.188, 301.938, 340.75, 304, 335.563, 306.063, 324.188, 308.679, 320.032, 341.418, 338.508, 404.953, 378.031, 400.313, 387.313, 387.875, 403.938, 382.688, 414.25, 378.563, 420.5, 374.438, 424.625, 371.313, 430.813, 369.25, 431.875, 364.063, 451.563, 364.063, 455.688, 362, 457.75, 362, 461.875, 359.938, 466.063, 358.875, 488.813, 362, 503.313, 369.25, 518.875, 378.563, 530.25, 378.563, 532.313, 382.688, 537.5, 385.813, 539.563, 394.063, 550.938, 397.188, 553, 399.25, 559.25, 403.375, 566.5, 406.5, 569.563, 408.563, 576.813, 415.813, 587.188, 415.813, 589.25, 418.938, 591.313, 418.938, 593.375, 425.125, 598.563, 427.25, 601.688, 430.313, 602.75, 432.375, 604.813, 452.063, 604.813, 453.125, 603.75, 458.313, 603.75, 458.313, 602.75, 465.563, 601.688, 466.563, 599.625, 470.688, 598.563, 479, 590.313, 485.188, 574.75, 487.313, 564.438, 489.375, 562.313, 495.563, 542.688, 499.688, 537.5, 502.813, 526.125, 502.813, 508.5, 501.75, 503.313, 498.688, 496.063, 495.563, 492.938, 494.5, 488.813, 492.438, 487.813, 492.438, 484.688, 490.375, 480.563, 490.375, 471.188, 495.563, 463.938, 519.375, 454.625, 527.688, 448.438, 530.75, 447.375, 545.25, 433.938, 551.5, 421.5, 551.5, 418.375, 553.563, 413.25, 553.563, 403.938, 551.5, 390.438, 550.438, 388.375, 542.188, 388.375, 541.125, 387.313, 518.375, 387.313, 502.813, 390.438, 501.75, 391.5, 491.438, 392.5, 483.125, 394.563, 458.313, 394.563, 446.875, 390.438, 443.813, 390.438, 436.563, 386.313, 433.438, 386.313, 428.25, 383.188, 421, 381.125, 420, 379.063, 416.875, 378, 412.75, 374.938, 409.625, 377, 344.147, 340.048, 310.188, 317.938, 310.188, 314.875, 313.313, 309.688, 314.375, 303.438, 317.438, 295.188, 317.438, 287.938, 318.5, 285.875, 318.5, 274.5, 307.125, 264.125, 307.125, 263.063, 304, 261, 302.938, 258.938, 298.813, 256.875, 291.563, 250.625, 289.5, 247.563, 286.375, 246.5, 280.188, 241.313, 272.938, 233.063, 267.75, 231, 242.875, 208.188, 222.188, 197.813, 211.813, 193.688, 208.75, 190.563, 204.563, 190.563, 201.5, 188.5, 196.313, 187.5, 187, 187.5, 184.938, 186.438, 174.563, 186.438, 159, 188.5, 150.75, 191.625, 145.563, 191.625, 132.125, 194.75, 93.813, 193.688, 90.688, 194.75, 89.625, 197.813, 89.625, 203, 91.688, 204.063, 93.083, 206.146]]",0,55,1,36_jpg.rf.25057d12f48a45cb7904f02ceda26ac7.jpg,640,640,2023-11-03T15:39:36+00:00,4,moderate-dent,severity-damage,463.938,418.375,1.1089046907678517,409600
132,56,2,"[298, 250, 30.897, 14.713]",454.57,"[[297.931, 264.828, 328.828, 257.471, 311.172, 250.115, 297.931, 264.828]]",0,56,1,0007_JPEG_jpg.rf.253e9b06c1c4e272d7f229d6a70ca3bb.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,30.897,14.713,2.0999796098688237,409600
133,56,2,"[185, 346, 99.31, 62.529]",6209.75,"[[185.379, 364.138, 249.379, 408.276, 284.69, 408.276, 278.069, 353.103, 236.138, 345.747, 185.379, 364.138]]",0,56,1,0007_JPEG_jpg.rf.253e9b06c1c4e272d7f229d6a70ca3bb.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,99.31,62.529,1.5882230644980728,409600
134,56,2,"[360, 265, 26.483, 102.989]",2727.42,"[[359.724, 316.322, 359.724, 367.816, 384, 334.713, 386.207, 272.184, 377.379, 264.828, 359.724, 316.322]]",0,56,1,0007_JPEG_jpg.rf.253e9b06c1c4e272d7f229d6a70ca3bb.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,26.483,102.989,0.25714396683140917,409600
135,57,5,"[209, 338, 117.5, 150]",17625.0,"[[289.375, 417.778, 326.25, 374.444, 322.5, 370, 319.375, 357.778, 315.625, 360, 310, 352.222, 310, 341.111, 308.125, 337.778, 293.125, 340, 285.625, 355.556, 269.375, 371.111, 261.875, 384.444, 253.125, 386.667, 253.75, 394.444, 250.625, 400, 208.75, 461.111, 211.25, 476.667, 216.875, 486.667, 220, 487.778, 289.375, 417.778]]",0,57,1,9562118-hyundai-hyundai_grand_i10_2017-2020_sportz_12_kappa_vtvt-2019-minor_scratch-dents_jpeg.rf.25693b015afbd24d527ab217f3324054.jpg,640,640,2023-11-03T15:39:36+00:00,5,moderate-scratch,severity-damage,117.5,150.0,0.7833333333333333,409600
136,58,2,"[298, 250, 30.897, 14.713]",454.57,"[[311.172, 250.115, 297.931, 264.828, 328.828, 257.471, 311.172, 250.115]]",0,58,1,0007_JPEG_jpg.rf.25139f9bde28d62429d990033ca3a76e.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,30.897,14.713,2.0999796098688237,409600
137,58,2,"[185, 346, 99.31, 62.529]",6209.75,"[[284.69, 408.276, 278.069, 353.103, 236.138, 345.747, 185.379, 364.138, 249.379, 408.276, 284.69, 408.276]]",0,58,1,0007_JPEG_jpg.rf.25139f9bde28d62429d990033ca3a76e.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,99.31,62.529,1.5882230644980728,409600
138,58,2,"[360, 265, 26.483, 102.989]",2727.42,"[[384, 334.713, 386.207, 272.184, 377.379, 264.828, 359.724, 316.322, 359.724, 367.816, 384, 334.713]]",0,58,1,0007_JPEG_jpg.rf.25139f9bde28d62429d990033ca3a76e.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,26.483,102.989,0.25714396683140917,409600
139,59,3,"[205, 470, 30, 48.5]",1455.0,"[[230, 517.5, 219.5, 516, 218, 512.5, 232, 494.5, 235, 479.5, 224.5, 470, 210.5, 471, 205, 484.5, 206, 503.5, 211.5, 515, 226, 518.5, 230, 517.5]]",0,59,1,142478-frontRightCorner45-QUGxhyZZiJ_h6IzQkk5AVtRZrVaVPjiS_jpeg_jpg.rf.24f5e33d6f3b47bddee225495f670f88.jpg,640,640,2023-11-03T15:39:36+00:00,3,moderate-broken,severity-damage,30.0,48.5,0.6185567010309279,409600
140,59,2,"[448, 489, 18, 24.5]",441.0,"[[461.5, 513, 466, 504.5, 463, 492.5, 455.5, 489, 448, 498.5, 451, 513.5, 461.5, 513]]",0,59,1,142478-frontRightCorner45-QUGxhyZZiJ_h6IzQkk5AVtRZrVaVPjiS_jpeg_jpg.rf.24f5e33d6f3b47bddee225495f670f88.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,18.0,24.5,0.7346938775510204,409600
141,59,2,"[158, 372, 14, 13.5]",189.0,"[[172, 382.5, 160.5, 372, 158, 379.5, 169, 385.5, 172, 382.5]]",0,59,1,142478-frontRightCorner45-QUGxhyZZiJ_h6IzQkk5AVtRZrVaVPjiS_jpeg_jpg.rf.24f5e33d6f3b47bddee225495f670f88.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,14.0,13.5,1.037037037037037,409600
142,59,2,"[328, 470, 31, 13.5]",418.5,"[[357.5, 483, 359, 472.5, 331.5, 470, 328, 472.5, 329, 477.5, 332.5, 483, 338, 483.5, 357.5, 483]]",0,59,1,142478-frontRightCorner45-QUGxhyZZiJ_h6IzQkk5AVtRZrVaVPjiS_jpeg_jpg.rf.24f5e33d6f3b47bddee225495f670f88.jpg,640,640,2023-11-03T15:39:36+00:00,2,minor-scratch,severity-damage,31.0,13.5,2.2962962962962963,409600
143,60,1,"[286, 147, 100.073, 290.273]",29048.433,"[[300.218, 164.372, 286.255, 255.301, 314.182, 339.235, 365.382, 437.158, 386.327, 192.35, 374.691, 153.88, 328.145, 146.885, 300.218, 164.372]]",0,60,1,0745_JPEG_jpg.rf.259966b4cf32ba8765e819d523222346.jpg,640,640,2023-11-03T15:39:36+00:00,1,minor-dent,severity-damage,100.073,290.273,0.34475476534159216,409600
